47,5
50,5
101,5
151,5
157,5
163,5
216,5
231,5
260,5
333,5
362,5
457,5
527,5
553,5
596,5
608,5
661,5
919,5
923,5
940,5
954,5
1023,5
1024,5
1025,5
1029,5
1031,5
1032,5
1049,5
1073,5
1080,5
1089,5
1092,5
1097,5
1136,5
1196,5
1197,5
1198,5
1206,5
1210,5
1213,5
1220,5
1222,5
1224,5
1226,5
1240,5
1256,5
1270,5
1275,5
1278,5
1282,5
1291,5
1298,5
1517,5
1573,5
1587,5
1617,5
1625,5
1732,5
1804,5
1927,5
1954,5
2005,5
2018,5
2033,5
2048,5
2058,5
2078,5
2090,5
2094,5
2115,5
2116,5
2137,5
2139,5
2141,5
2161,5
2291,5
2329,5
2353,5
2387,5
2395,5
2427,5
2459,5
2470,5
2502,5
2529,5
2542,5
2571,5
2580,5
2596,5
2641,5
2654,5
2692,5
2700,5
2716,5
2761,5
2858,5
2872,5
2899,5
2944,5
2947,5
2948,5
2949,5
2959,5
2987,5
2991,5
2993,5
3033,5
3034,5
3052,5
3053,5
3147,5
3253,5
3273,5
3386,5
3441,5
3448,5
3450,5
3578,5
3671,5
3702,5
3703,5
3729,5
3793,5
5060,5
60756,5
80906,5
89774,5
106782,5
122882,5
131724,5
849,5
2851,5
3703,5
4518,5
5181,5
5746,5
5919,5
6835,5
7991,5
70946,5
125,5
162,5
176,5
215,5
232,5
260,5
265,5
319,5
342,5
457,5
475,5
492,5
538,5
593,5
608,5
898,5
908,5
910,5
912,5
914,5
919,5
920,5
930,5
1046,5
1077,5
1080,5
1084,5
1086,5
1103,5
1136,5
1188,5
1196,5
1197,5
1203,5
1250,5
1282,5
1283,5
1449,5
1733,5
1834,5
1947,5
1967,5
2078,5
2150,5
2174,5
2186,5
2204,5
2390,5
2583,5
2599,5
2692,5
2791,5
2843,5
2858,5
2926,5
3044,5
3083,5
3365,5
3508,5
3851,5
4034,5
4239,5
4765,5
4967,5
58,5
247,5
290,5
296,5
475,5
527,5
590,5
594,5
595,5
596,5
3,5
5,5
22,5
36,5
86,5
110,5
160,5
168,5
230,5
248,5
257,5
262,5
277,5
314,5
316,5
318,5
333,5
337,5
349,5
350,5
356,5
364,5
368,5
377,5
432,5
457,5
480,5
500,5
553,5
587,5
588,5
590,5
595,5
616,5
709,5
736,5
780,5
783,5
830,5
1049,5
260,5
356,5
466,5
480,5
593,5
1219,5
1240,5
1270,5
1584,5
2019,5
2529,5
3869,5
5618,5
34,5
50,5
185,5
253,5
318,5
357,5
364,5
380,5
527,5
590,5
923,5
1198,5
1270,5
2300,5
4993,5
5481,5
5902,5
5952,5
7458,5
8533,5
8869,5
33794,5
49272,5
49286,5
71579,5
79091,5
81845,5
91529,5
92259,5
96079,5
136020,5
140110,5
6,5
110,5
150,5
349,5
356,5
457,5
529,5
593,5
1101,5
1408,5
1584,5
1693,5
1721,5
1784,5
2028,5
168,5
